ID_venta,fecha,ID_cliente,ID_producto,cantidad,precio_unitario,total
1599,2027-05-18,491,49,4,34.81,139.24
1600,2027-05-19,414,47,7,453.76,3176.3199999999997
1601,2027-05-20,6,15,4,321.97,1287.88
1602,2027-05-21,258,24,1,401.09,401.09
1603,2027-05-22,28,12,6,64.18,385.08000000000004
1604,2027-05-23,3,37,5,201.63,1008.15
1605,2027-05-24,370,13,9,402.07,3618.63
1606,2027-05-25,360,50,3,28.79,86.37
1607,2027-05-26,161,5,9,75.13,676.17
1608,2027-05-27,396,10,1,195.03,195.03
1609,2027-05-28,3,29,3,458.18,1374.54
1610,2027-05-29,422,14,4,7.01,28.04
1611,2027-05-30,445,7,9,57.21,514.89
1612,2027-05-31,24,5,9,75.13,676.17
1613,2027-06-01,460,28,4,164.65,658.6
1614,2027-06-02,203,28,1,164.65,164.65
1615,2027-06-03,422,47,3,453.76,1361.28
1616,2027-06-04,10,5,3,75.13,225.39
1617,2027-06-05,96,26,7,314.52,2201.64
1618,2027-06-06,495,47,4,453.76,1815.04
1619,2027-06-07,312,29,7,458.18,3207.26
1620,2027-06-08,373,21,1,293.67,293.67
1621,2027-06-09,131,4,6,419.48,2516.88
1622,2027-06-10,75,39,7,182.82,1279.74
1623,2027-06-11,51,7,6,57.21,343.26
1624,2027-06-12,127,17,9,223.77,2013.93
1625,2027-06-13,323,38,4,316.05,1264.2
1626,2027-06-14,17,21,2,293.67,587.34
1627,2027-06-15,170,42,6,325.57,1953.42
1628,2027-06-16,396,48,5,66.11,330.55
1629,2027-06-17,231,12,7,64.18,449.26000000000005
1630,2027-06-18,15,20,1,443.87,443.87
1631,2027-06-19,100,48,9,66.11,594.99
1632,2027-06-20,358,14,4,7.01,28.04
1633,2027-06-21,123,29,1,458.18,458.18
1634,2027-06-22,182,27,1,418.06,418.06
1635,2027-06-23,148,23,2,190.34,380.68
1636,2027-06-24,494,8,9,427.54,3847.86
1637,2027-06-25,465,40,5,242.68,1213.4
1638,2027-06-26,265,40,2,242.68,485.36
1639,2027-06-27,185,22,1,299.81,299.81
1640,2027-06-28,87,39,9,182.82,1645.3799999999999
1641,2027-06-29,356,11,6,58.73,352.38
1642,2027-06-30,152,45,9,114.61,1031.49
1643,2027-07-01,403,1,2,296.6,593.2
1644,2027-07-02,209,1,7,296.6,2076.2000000000003
1645,2027-07-03,356,22,3,299.81,899.4300000000001
1646,2027-07-04,113,45,7,114.61,802.27
1647,2027-07-05,432,36,8,98.82,790.56
1648,2027-07-06,294,1,6,296.6,1779.6000000000001
1649,2027-07-07,407,35,8,148.02,1184.16
1650,2027-07-08,435,46,2,52.46,104.92
1651,2027-07-09,66,20,9,443.87,3994.83
1652,2027-07-10,440,46,5,52.46,262.3
1653,2027-07-11,114,5,9,75.13,676.17
1654,2027-07-12,339,31,1,195.69,195.69
1655,2027-07-13,447,13,7,402.07,2814.49
1656,2027-07-14,100,15,2,321.97,643.94
1657,2027-07-15,421,17,9,223.77,2013.93
1658,2027-07-16,7,24,8,401.09,3208.72
1659,2027-07-17,211,34,1,373.84,373.84
1660,2027-07-18,404,35,6,148.02,888.1200000000001
1661,2027-07-19,245,48,5,66.11,330.55
1662,2027-07-20,88,25,8,165.34,1322.72
1663,2027-07-21,475,22,6,299.81,1798.8600000000001
1664,2027-07-22,180,44,2,373.28,746.56
1665,2027-07-23,347,33,3,338.95,1016.8499999999999
1666,2027-07-24,69,1,3,296.6,889.8000000000001
1667,2027-07-25,453,10,2,195.03,390.06
1668,2027-07-26,186,3,5,304.61,1523.0500000000002
1669,2027-07-27,455,31,6,195.69,1174.1399999999999
1670,2027-07-28,110,8,5,427.54,2137.7000000000003
1671,2027-07-29,282,30,2,348.83,697.66
1672,2027-07-30,342,10,3,195.03,585.09
1673,2027-07-31,343,37,8,201.63,1613.04
1674,2027-08-01,14,2,3,202.66,607.98
1675,2027-08-02,89,11,1,58.73,58.73
1676,2027-08-03,371,36,7,98.82,691.74
1677,2027-08-04,134,39,3,182.82,548.46
1678,2027-08-05,250,6,5,24.55,122.75
1679,2027-08-06,301,8,3,427.54,1282.6200000000001
1680,2027-08-07,230,19,9,122.14,1099.26
1681,2027-08-08,221,31,1,195.69,195.69
1682,2027-08-09,359,29,8,458.18,3665.44
1683,2027-08-10,391,23,7,190.34,1332.38
1684,2027-08-11,370,32,4,32.41,129.64
1685,2027-08-12,196,4,7,419.48,2936.36
1686,2027-08-13,380,28,3,164.65,493.95000000000005
1687,2027-08-14,417,25,6,165.34,992.04
1688,2027-08-15,266,50,3,28.79,86.37
1689,2027-08-16,118,43,3,464.59,1393.77
1690,2027-08-17,276,5,4,75.13,300.52
1691,2027-08-18,287,1,5,296.6,1483.0
1692,2027-08-19,276,35,8,148.02,1184.16
1693,2027-08-20,261,38,3,316.05,948.1500000000001
1694,2027-08-21,2,10,7,195.03,1365.21
1695,2027-08-22,360,22,6,299.81,1798.8600000000001
1696,2027-08-23,85,7,8,57.21,457.68
1697,2027-08-24,25,23,3,190.34,571.02
1698,2027-08-25,177,30,4,348.83,1395.32
1699,2027-08-26,494,8,2,427.54,855.08
1700,2027-08-27,325,28,4,164.65,658.6
1701,2027-08-28,372,3,7,304.61,2132.27
1702,2027-08-29,224,50,8,28.79,230.32
1703,2027-08-30,28,24,6,401.09,2406.54
1704,2027-08-31,178,32,2,32.41,64.82
1705,2027-09-01,119,29,9,458.18,4123.62
1706,2027-09-02,342,44,2,373.28,746.56
1707,2027-09-03,223,14,8,7.01,56.08
1708,2027-09-04,458,43,7,464.59,3252.1299999999997
1709,2027-09-05,488,22,1,299.81,299.81
1710,2027-09-06,221,1,1,296.6,296.6
1711,2027-09-07,276,32,1,32.41,32.41
1712,2027-09-08,426,19,6,122.14,732.84
1713,2027-09-09,230,44,6,373.28,2239.68
1714,2027-09-10,469,22,5,299.81,1499.05
1715,2027-09-11,229,20,1,443.87,443.87
1716,2027-09-12,450,18,2,395.62,791.24
1717,2027-09-13,364,40,4,242.68,970.72
1718,2027-09-14,104,23,7,190.34,1332.38
1719,2027-09-15,337,50,5,28.79,143.95
1720,2027-09-16,33,35,3,148.02,444.06000000000006
1721,2027-09-17,346,6,4,24.55,98.2
1722,2027-09-18,146,40,8,242.68,1941.44
1723,2027-09-19,31,13,8,402.07,3216.56
1724,2027-09-20,345,7,8,57.21,457.68
1725,2027-09-21,307,49,2,34.81,69.62
1726,2027-09-22,49,16,5,315.23,1576.15
1727,2027-09-23,33,24,5,401.09,2005.4499999999998
1728,2027-09-24,36,19,6,122.14,732.84
1729,2027-09-25,374,1,7,296.6,2076.2000000000003
1730,2027-09-26,403,49,1,34.81,34.81
1731,2027-09-27,240,30,1,348.83,348.83
1732,2027-09-28,22,15,3,321.97,965.9100000000001
1733,2027-09-29,323,42,7,325.57,2278.99
1734,2027-09-30,79,32,3,32.41,97.22999999999999
1735,2027-10-01,36,46,7,52.46,367.22
1736,2027-10-02,412,48,2,66.11,132.22
1737,2027-10-03,65,11,4,58.73,234.92
1738,2027-10-04,38,39,5,182.82,914.0999999999999
1739,2027-10-05,91,32,9,32.41,291.68999999999994
1740,2027-10-06,175,28,4,164.65,658.6
1741,2027-10-07,153,16,8,315.23,2521.84
1742,2027-10-08,376,38,7,316.05,2212.35
1743,2027-10-09,231,35,6,148.02,888.1200000000001
1744,2027-10-10,36,43,6,464.59,2787.54
1745,2027-10-11,96,31,9,195.69,1761.21
1746,2027-10-12,189,26,5,314.52,1572.6
1747,2027-10-13,179,50,1,28.79,28.79
1748,2027-10-14,179,4,7,419.48,2936.36
1749,2027-10-15,431,21,5,293.67,1468.3500000000001
1750,2027-10-16,375,38,4,316.05,1264.2
1751,2027-10-17,267,44,1,373.28,373.28
1752,2027-10-18,321,33,1,338.95,338.95
1753,2027-10-19,34,18,6,395.62,2373.7200000000003
1754,2027-10-20,329,4,1,419.48,419.48
1755,2027-10-21,152,15,9,321.97,2897.7300000000005
1756,2027-10-22,398,34,4,373.84,1495.36
1757,2027-10-23,480,22,8,299.81,2398.48
1758,2027-10-24,44,12,7,64.18,449.26000000000005
1759,2027-10-25,347,24,5,401.09,2005.4499999999998
1760,2027-10-26,28,23,2,190.34,380.68
1761,2027-10-27,124,22,4,299.81,1199.24
1762,2027-10-28,326,17,2,223.77,447.54
1763,2027-10-29,300,3,4,304.61,1218.44
1764,2027-10-30,162,45,3,114.61,343.83
1765,2027-10-31,258,50,5,28.79,143.95
1766,2027-11-01,348,36,4,98.82,395.28
1767,2027-11-02,235,17,7,223.77,1566.39
1768,2027-11-03,139,9,3,405.61,1216.83
1769,2027-11-04,323,2,8,202.66,1621.28
1770,2027-11-05,457,2,7,202.66,1418.62
1771,2027-11-06,360,34,8,373.84,2990.72
1772,2027-11-07,471,5,7,75.13,525.91
1773,2027-11-08,285,27,2,418.06,836.12
1774,2027-11-09,268,19,8,122.14,977.12
1775,2027-11-10,239,3,6,304.61,1827.66
1776,2027-11-11,32,21,3,293.67,881.01
1777,2027-11-12,382,39,4,182.82,731.28
1778,2027-11-13,259,40,5,242.68,1213.4
1779,2027-11-14,452,35,6,148.02,888.1200000000001
1780,2027-11-15,239,19,1,122.14,122.14
1781,2027-11-16,451,44,1,373.28,373.28
1782,2027-11-17,101,15,8,321.97,2575.76
1783,2027-11-18,130,18,1,395.62,395.62
1784,2027-11-19,358,21,9,293.67,2643.03
1785,2027-11-20,451,48,9,66.11,594.99
1786,2027-11-21,290,20,3,443.87,1331.6100000000001
1787,2027-11-22,34,47,6,453.76,2722.56
1788,2027-11-23,47,5,3,75.13,225.39
1789,2027-11-24,38,32,8,32.41,259.28
1790,2027-11-25,450,37,3,201.63,604.89
1791,2027-11-26,449,23,3,190.34,571.02
1792,2027-11-27,403,34,2,373.84,747.68
1793,2027-11-28,374,5,6,75.13,450.78
1794,2027-11-29,499,28,4,164.65,658.6
1795,2027-11-30,123,3,2,304.61,609.22
1796,2027-12-01,390,25,4,165.34,661.36
1797,2027-12-02,141,22,9,299.81,2698.29
1798,2027-12-03,497,33,2,338.95,677.9
1799,2027-12-04,111,29,7,458.18,3207.26
1800,2027-12-05,57,40,6,242.68,1456.08
1801,2027-12-06,31,18,9,395.62,3560.58
1802,2027-12-07,438,28,2,164.65,329.3
1803,2027-12-08,293,45,6,114.61,687.66
1804,2027-12-09,77,10,2,195.03,390.06
1805,2027-12-10,95,26,2,314.52,629.04
1806,2027-12-11,303,25,8,165.34,1322.72
1807,2027-12-12,147,4,9,419.48,3775.32
1808,2027-12-13,476,5,7,75.13,525.91
1809,2027-12-14,333,42,5,325.57,1627.85
1810,2027-12-15,304,8,4,427.54,1710.16
1811,2027-12-16,456,3,8,304.61,2436.88
1812,2027-12-17,22,3,5,304.61,1523.0500000000002
1813,2027-12-18,277,19,9,122.14,1099.26
1814,2027-12-19,316,28,1,164.65,164.65
1815,2027-12-20,454,13,6,402.07,2412.42
1816,2027-12-21,261,39,8,182.82,1462.56
1817,2027-12-22,208,36,3,98.82,296.46
1818,2027-12-23,349,21,9,293.67,2643.03
1819,2027-12-24,463,36,7,98.82,691.74
1820,2027-12-25,500,36,5,98.82,494.09999999999997
1821,2027-12-26,364,6,8,24.55,196.4
1822,2027-12-27,481,50,8,28.79,230.32
1823,2027-12-28,404,13,4,402.07,1608.28
1824,2027-12-29,258,3,4,304.61,1218.44
1825,2027-12-30,165,47,7,453.76,3176.3199999999997
1826,2027-12-31,356,32,4,32.41,129.64
1827,2028-01-01,247,32,9,32.41,291.68999999999994
1828,2028-01-02,391,17,2,223.77,447.54
1829,2028-01-03,382,23,6,190.34,1142.04
1830,2028-01-04,164,30,7,348.83,2441.81
1831,2028-01-05,480,2,1,202.66,202.66
1832,2028-01-06,103,8,3,427.54,1282.6200000000001
1833,2028-01-07,392,11,7,58.73,411.10999999999996
1834,2028-01-08,61,8,6,427.54,2565.2400000000002
1835,2028-01-09,216,45,5,114.61,573.05
1836,2028-01-10,157,23,7,190.34,1332.38
1837,2028-01-11,141,14,9,7.01,63.089999999999996
1838,2028-01-12,418,3,9,304.61,2741.4900000000002
1839,2028-01-13,71,31,9,195.69,1761.21
1840,2028-01-14,386,28,5,164.65,823.25
1841,2028-01-15,200,21,4,293.67,1174.68
1842,2028-01-16,200,3,9,304.61,2741.4900000000002
1843,2028-01-17,31,21,3,293.67,881.01
1844,2028-01-18,270,22,6,299.81,1798.8600000000001
1845,2028-01-19,49,37,2,201.63,403.26
1846,2028-01-20,464,40,8,242.68,1941.44
1847,2028-01-21,49,34,1,373.84,373.84
1848,2028-01-22,57,42,3,325.57,976.71
1849,2028-01-23,104,34,7,373.84,2616.8799999999997
1850,2028-01-24,192,12,9,64.18,577.6200000000001
1851,2028-01-25,306,48,3,66.11,198.32999999999998
1852,2028-01-26,437,6,6,24.55,147.3
1853,2028-01-27,234,31,9,195.69,1761.21
1854,2028-01-28,198,43,5,464.59,2322.95
1855,2028-01-29,417,6,9,24.55,220.95000000000002
1856,2028-01-30,352,48,2,66.11,132.22
1857,2028-01-31,184,28,9,164.65,1481.8500000000001
1858,2028-02-01,443,22,4,299.81,1199.24
1859,2028-02-02,212,33,2,338.95,677.9
1860,2028-02-03,331,17,2,223.77,447.54
1861,2028-02-04,59,44,6,373.28,2239.68
1862,2028-02-05,122,36,8,98.82,790.56
1863,2028-02-06,127,7,4,57.21,228.84
1864,2028-02-07,352,1,2,296.6,593.2
1865,2028-02-08,298,11,1,58.73,58.73
1866,2028-02-09,329,22,6,299.81,1798.8600000000001
1867,2028-02-10,482,38,9,316.05,2844.4500000000003
1868,2028-02-11,367,42,4,325.57,1302.28
1869,2028-02-12,337,1,2,296.6,593.2
1870,2028-02-13,216,38,3,316.05,948.1500000000001
1871,2028-02-14,405,36,5,98.82,494.09999999999997
1872,2028-02-15,29,12,6,64.18,385.08000000000004
1873,2028-02-16,103,24,4,401.09,1604.36
1874,2028-02-17,237,33,6,338.95,2033.6999999999998
1875,2028-02-18,181,35,9,148.02,1332.18
1876,2028-02-19,50,31,7,195.69,1369.83
1877,2028-02-20,115,37,8,201.63,1613.04
1878,2028-02-21,149,28,7,164.65,1152.55
1879,2028-02-22,187,19,1,122.14,122.14
1880,2028-02-23,279,49,4,34.81,139.24
1881,2028-02-24,370,45,3,114.61,343.83
1882,2028-02-25,405,6,7,24.55,171.85
1883,2028-02-26,451,20,1,443.87,443.87
1884,2028-02-27,116,46,6,52.46,314.76
1885,2028-02-28,82,29,9,458.18,4123.62
1886,2028-02-29,41,25,7,165.34,1157.38
1887,2028-03-01,103,31,1,195.69,195.69
1888,2028-03-02,36,43,6,464.59,2787.54
1889,2028-03-03,449,43,6,464.59,2787.54
1890,2028-03-04,30,4,3,419.48,1258.44
1891,2028-03-05,231,21,1,293.67,293.67
1892,2028-03-06,234,28,3,164.65,493.95000000000005
1893,2028-03-07,169,24,6,401.09,2406.54
1894,2028-03-08,396,3,3,304.61,913.83
1895,2028-03-09,406,10,3,195.03,585.09
1896,2028-03-10,346,43,9,464.59,4181.3099999999995
1897,2028-03-11,156,21,6,293.67,1762.02
1898,2028-03-12,374,38,8,316.05,2528.4
1899,2028-03-13,379,8,3,427.54,1282.6200000000001
1900,2028-03-14,176,18,8,395.62,3164.96
1901,2028-03-15,252,3,5,304.61,1523.0500000000002
1902,2028-03-16,103,29,5,458.18,2290.9
1903,2028-03-17,384,36,5,98.82,494.09999999999997
1904,2028-03-18,382,27,6,418.06,2508.36
1905,2028-03-19,265,1,5,296.6,1483.0
1906,2028-03-20,75,26,9,314.52,2830.68
1907,2028-03-21,481,43,5,464.59,2322.95
1908,2028-03-22,269,30,8,348.83,2790.64
1909,2028-03-23,273,27,1,418.06,418.06
1910,2028-03-24,75,12,7,64.18,449.26000000000005
1911,2028-03-25,90,25,8,165.34,1322.72
1912,2028-03-26,199,30,5,348.83,1744.1499999999999
1913,2028-03-27,258,44,6,373.28,2239.68
1914,2028-03-28,457,8,1,427.54,427.54
1915,2028-03-29,372,21,3,293.67,881.01
1916,2028-03-30,466,25,3,165.34,496.02
1917,2028-03-31,384,37,1,201.63,201.63
1918,2028-04-01,486,30,3,348.83,1046.49
1919,2028-04-02,480,3,8,304.61,2436.88
1920,2028-04-03,492,6,5,24.55,122.75
1921,2028-04-04,373,15,7,321.97,2253.79
1922,2028-04-05,13,47,5,453.76,2268.8
1923,2028-04-06,126,24,7,401.09,2807.6299999999997
1924,2028-04-07,462,27,8,418.06,3344.48
1925,2028-04-08,456,6,5,24.55,122.75
1926,2028-04-09,397,50,1,28.79,28.79
1927,2028-04-10,6,42,9,325.57,2930.13
1928,2028-04-11,451,18,1,395.62,395.62
1929,2028-04-12,10,38,8,316.05,2528.4
1930,2028-04-13,143,12,3,64.18,192.54000000000002
1931,2028-04-14,440,14,5,7.01,35.05
1932,2028-04-15,84,26,4,314.52,1258.08
1933,2028-04-16,357,38,2,316.05,632.1
1934,2028-04-17,154,17,7,223.77,1566.39
1935,2028-04-18,82,50,6,28.79,172.74
1936,2028-04-19,214,10,3,195.03,585.09
1937,2028-04-20,273,40,6,242.68,1456.08
1938,2028-04-21,400,9,9,405.61,3650.4900000000002
1939,2028-04-22,273,47,9,453.76,4083.84
1940,2028-04-23,433,14,2,7.01,14.02
1941,2028-04-24,495,40,5,242.68,1213.4
1942,2028-04-25,169,8,1,427.54,427.54
1943,2028-04-26,262,11,5,58.73,293.65
1944,2028-04-27,77,17,7,223.77,1566.39
1945,2028-04-28,331,4,3,419.48,1258.44
1946,2028-04-29,324,25,4,165.34,661.36
1947,2028-04-30,89,38,1,316.05,316.05
1948,2028-05-01,416,30,7,348.83,2441.81
1949,2028-05-02,306,18,9,395.62,3560.58
1950,2028-05-03,121,5,5,75.13,375.65
1951,2028-05-04,196,36,2,98.82,197.64
1952,2028-05-05,271,41,7,238.78,1671.46
1953,2028-05-06,354,9,9,405.61,3650.4900000000002
1954,2028-05-07,57,8,4,427.54,1710.16
1955,2028-05-08,258,47,5,453.76,2268.8
1956,2028-05-09,13,38,9,316.05,2844.4500000000003
1957,2028-05-10,93,23,3,190.34,571.02
1958,2028-05-11,424,43,1,464.59,464.59
1959,2028-05-12,46,32,7,32.41,226.86999999999998
1960,2028-05-13,467,21,5,293.67,1468.3500000000001
1961,2028-05-14,285,39,3,182.82,548.46
1962,2028-05-15,145,28,1,164.65,164.65
1963,2028-05-16,220,11,9,58.73,528.5699999999999
1964,2028-05-17,349,19,7,122.14,854.98
1965,2028-05-18,17,31,6,195.69,1174.1399999999999
1966,2028-05-19,432,35,4,148.02,592.08
1967,2028-05-20,247,46,7,52.46,367.22
1968,2028-05-21,261,44,3,373.28,1119.84
1969,2028-05-22,499,2,5,202.66,1013.3
1970,2028-05-23,490,46,3,52.46,157.38
1971,2028-05-24,287,8,5,427.54,2137.7000000000003
1972,2028-05-25,369,2,7,202.66,1418.62
1973,2028-05-26,151,50,7,28.79,201.53
1974,2028-05-27,271,47,5,453.76,2268.8
1975,2028-05-28,38,2,7,202.66,1418.62
1976,2028-05-29,172,47,4,453.76,1815.04
1977,2028-05-30,71,22,4,299.81,1199.24
1978,2028-05-31,481,8,2,427.54,855.08
1979,2028-06-01,329,48,2,66.11,132.22
1980,2028-06-02,182,36,6,98.82,592.92
1981,2028-06-03,8,18,2,395.62,791.24
1982,2028-06-04,69,39,5,182.82,914.0999999999999
1983,2028-06-05,191,48,6,66.11,396.65999999999997
1984,2028-06-06,24,50,5,28.79,143.95
1985,2028-06-07,325,1,7,296.6,2076.2000000000003
1986,2028-06-08,421,24,3,401.09,1203.27
1987,2028-06-09,24,3,8,304.61,2436.88
1988,2028-06-10,55,24,7,401.09,2807.6299999999997
1989,2028-06-11,264,24,3,401.09,1203.27
1990,2028-06-12,224,10,2,195.03,390.06
1991,2028-06-13,170,3,8,304.61,2436.88
1992,2028-06-14,287,25,8,165.34,1322.72
1993,2028-06-15,273,50,8,28.79,230.32
1994,2028-06-16,116,49,8,34.81,278.48
1995,2028-06-17,239,28,5,164.65,823.25
1996,2028-06-18,475,44,1,373.28,373.28
1997,2028-06-19,181,43,4,464.59,1858.36
1998,2028-06-20,414,25,6,165.34,992.04
1999,2028-06-21,304,47,4,453.76,1815.04
2000,2028-06-22,168,13,2,402.07,804.14
2001,2028-06-23,475,50,2,28.79,57.58
2002,2028-06-24,140,41,9,238.78,2149.02
2003,2028-06-25,127,26,2,314.52,629.04
2004,2028-06-26,192,30,4,348.83,1395.32
2005,2028-06-27,494,5,6,75.13,450.78
2006,2028-06-28,489,11,9,58.73,528.5699999999999
2007,2028-06-29,344,18,6,395.62,2373.7200000000003
2008,2028-06-30,54,14,9,7.01,63.089999999999996
2009,2028-07-01,147,26,1,314.52,314.52
2010,2028-07-02,113,41,1,238.78,238.78
2011,2028-07-03,213,11,7,58.73,411.10999999999996
2012,2028-07-04,155,6,8,24.55,196.4
2013,2028-07-05,119,43,8,464.59,3716.72
2014,2028-07-06,167,29,8,458.18,3665.44
2015,2028-07-07,473,11,3,58.73,176.19
2016,2028-07-08,276,34,2,373.84,747.68
2017,2028-07-09,379,24,1,401.09,401.09
2018,2028-07-10,107,18,8,395.62,3164.96
2019,2028-07-11,213,16,2,315.23,630.46
2020,2028-07-12,344,14,1,7.01,7.01
2021,2028-07-13,375,21,9,293.67,2643.03
2022,2028-07-14,186,48,8,66.11,528.88
2023,2028-07-15,241,24,4,401.09,1604.36
2024,2028-07-16,377,14,7,7.01,49.07
2025,2028-07-17,117,45,2,114.61,229.22
2026,2028-07-18,383,42,5,325.57,1627.85
2027,2028-07-19,60,37,1,201.63,201.63
2028,2028-07-20,62,32,4,32.41,129.64
2029,2028-07-21,391,20,6,443.87,2663.2200000000003
2030,2028-07-22,352,2,2,202.66,405.32
2031,2028-07-23,433,26,9,314.52,2830.68
2032,2028-07-24,77,2,5,202.66,1013.3
2033,2028-07-25,448,11,7,58.73,411.10999999999996
2034,2028-07-26,452,23,9,190.34,1713.06
2035,2028-07-27,40,44,8,373.28,2986.24
2036,2028-07-28,16,48,4,66.11,264.44
2037,2028-07-29,310,42,9,325.57,2930.13
2038,2028-07-30,152,6,5,24.55,122.75
2039,2028-07-31,68,11,8,58.73,469.84
2040,2028-08-01,60,44,7,373.28,2612.96
2041,2028-08-02,324,11,1,58.73,58.73
2042,2028-08-03,314,29,1,458.18,458.18
2043,2028-08-04,84,30,6,348.83,2092.98
2044,2028-08-05,292,48,8,66.11,528.88
2045,2028-08-06,161,11,4,58.73,234.92
2046,2028-08-07,138,37,7,201.63,1411.4099999999999
2047,2028-08-08,119,11,8,58.73,469.84
2048,2028-08-09,251,26,4,314.52,1258.08
2049,2028-08-10,61,1,5,296.6,1483.0
2050,2028-08-11,269,9,2,405.61,811.22
2051,2028-08-12,204,35,4,148.02,592.08
2052,2028-08-13,111,25,9,165.34,1488.06
2053,2028-08-14,279,17,3,223.77,671.3100000000001
2054,2028-08-15,404,7,2,57.21,114.42
2055,2028-08-16,107,32,7,32.41,226.86999999999998
2056,2028-08-17,187,46,7,52.46,367.22
2057,2028-08-18,12,3,1,304.61,304.61
2058,2028-08-19,444,6,2,24.55,49.1
2059,2028-08-20,160,37,7,201.63,1411.4099999999999
2060,2028-08-21,406,34,9,373.84,3364.56
2061,2028-08-22,38,32,8,32.41,259.28
2062,2028-08-23,110,2,9,202.66,1823.94
2063,2028-08-24,102,13,6,402.07,2412.42
2064,2028-08-25,128,24,2,401.09,802.18
2065,2028-08-26,187,8,4,427.54,1710.16
2066,2028-08-27,321,45,1,114.61,114.61
2067,2028-08-28,12,49,3,34.81,104.43
2068,2028-08-29,234,47,9,453.76,4083.84
2069,2028-08-30,155,44,5,373.28,1866.3999999999999
2070,2028-08-31,21,36,8,98.82,790.56
2071,2028-09-01,158,23,3,190.34,571.02
2072,2028-09-02,80,23,5,190.34,951.7
2073,2028-09-03,124,13,1,402.07,402.07
2074,2028-09-04,453,15,3,321.97,965.9100000000001
2075,2028-09-05,9,35,3,148.02,444.06000000000006
2076,2028-09-06,432,14,5,7.01,35.05
2077,2028-09-07,415,31,7,195.69,1369.83
2078,2028-09-08,50,29,4,458.18,1832.72
2079,2028-09-09,210,41,7,238.78,1671.46
2080,2028-09-10,333,31,6,195.69,1174.1399999999999
2081,2028-09-11,46,12,8,64.18,513.44
2082,2028-09-12,449,23,1,190.34,190.34
2083,2028-09-13,429,7,2,57.21,114.42
2084,2028-09-14,395,17,8,223.77,1790.16
2085,2028-09-15,228,36,9,98.82,889.3799999999999
2086,2028-09-16,10,1,9,296.6,2669.4
2087,2028-09-17,491,19,9,122.14,1099.26
2088,2028-09-18,52,15,5,321.97,1609.8500000000001
2089,2028-09-19,272,36,6,98.82,592.92
2090,2028-09-20,152,33,8,338.95,2711.6
2091,2028-09-21,324,18,3,395.62,1186.8600000000001
2092,2028-09-22,418,6,2,24.55,49.1
2093,2028-09-23,199,30,2,348.83,697.66
2094,2028-09-24,214,1,7,296.6,2076.2000000000003
2095,2028-09-25,303,10,8,195.03,1560.24
2096,2028-09-26,25,44,4,373.28,1493.12
2097,2028-09-27,259,27,9,418.06,3762.54
2098,2028-09-28,105,11,3,58.73,176.19
2099,2028-09-29,392,13,6,402.07,2412.42
2100,2028-09-30,134,44,3,373.28,1119.84
2101,2028-10-01,59,17,7,223.77,1566.39
2102,2028-10-02,422,1,3,296.6,889.8000000000001
2103,2028-10-03,127,11,9,58.73,528.5699999999999
2104,2028-10-04,267,9,3,405.61,1216.83
2105,2028-10-05,252,14,7,7.01,49.07
2106,2028-10-06,337,1,9,296.6,2669.4
2107,2028-10-07,441,5,6,75.13,450.78
2108,2028-10-08,312,20,1,443.87,443.87
2109,2028-10-09,150,4,6,419.48,2516.88
2110,2028-10-10,111,22,4,299.81,1199.24
2111,2028-10-11,306,32,4,32.41,129.64
2112,2028-10-12,490,27,2,418.06,836.12
2113,2028-10-13,122,28,3,164.65,493.95000000000005
2114,2028-10-14,458,24,3,401.09,1203.27
2115,2028-10-15,424,25,9,165.34,1488.06
2116,2028-10-16,134,50,1,28.79,28.79
2117,2028-10-17,107,38,4,316.05,1264.2
2118,2028-10-18,174,5,5,75.13,375.65
2119,2028-10-19,242,20,4,443.87,1775.48
2120,2028-10-20,268,43,7,464.59,3252.1299999999997
2121,2028-10-21,433,44,9,373.28,3359.5199999999995
2122,2028-10-22,130,24,2,401.09,802.18
2123,2028-10-23,273,40,4,242.68,970.72
2124,2028-10-24,251,45,3,114.61,343.83
2125,2028-10-25,468,32,9,32.41,291.68999999999994
2126,2028-10-26,289,33,9,338.95,3050.5499999999997
2127,2028-10-27,361,36,2,98.82,197.64
2128,2028-10-28,345,18,4,395.62,1582.48
2129,2028-10-29,358,18,3,395.62,1186.8600000000001
2130,2028-10-30,215,32,5,32.41,162.04999999999998
2131,2028-10-31,268,7,3,57.21,171.63
2132,2028-11-01,223,44,2,373.28,746.56
2133,2028-11-02,124,42,1,325.57,325.57
2134,2028-11-03,341,33,4,338.95,1355.8
2135,2028-11-04,223,6,3,24.55,73.65
2136,2028-11-05,407,47,3,453.76,1361.28
2137,2028-11-06,348,3,3,304.61,913.83
2138,2028-11-07,391,26,9,314.52,2830.68
2139,2028-11-08,5,50,1,28.79,28.79
2140,2028-11-09,145,46,9,52.46,472.14
2141,2028-11-10,182,4,2,419.48,838.96
2142,2028-11-11,101,40,5,242.68,1213.4
2143,2028-11-12,286,15,9,321.97,2897.7300000000005
2144,2028-11-13,100,12,8,64.18,513.44
2145,2028-11-14,227,21,6,293.67,1762.02
2146,2028-11-15,334,24,4,401.09,1604.36
2147,2028-11-16,14,49,4,34.81,139.24
2148,2028-11-17,209,42,9,325.57,2930.13
2149,2028-11-18,242,35,4,148.02,592.08
2150,2028-11-19,276,12,8,64.18,513.44
2151,2028-11-20,307,20,4,443.87,1775.48
